student_id,plan_key,major,degree_type,admission_year,needs_rem_arabic,needs_rem_english,needs_rem_math,status,semesters_taken,final_cum_gpa,total_passed_hrs
202300001,Cyber_Technical,Cyber,Technical,2023,True,False,False,Active,7,3.0,80
202400002,CS_Bachelor,CS,Bachelor,2024,False,False,True,Active,3,2.9,45
202300003,AI_Technical,AI,Technical,2023,False,False,False,Active,6,2.78,65
202000004,Cyber_Bachelor,Cyber,Bachelor,2020,True,False,False,Graduated,11,3.08,135
202500005,CS_Technical,CS,Technical,2025,False,False,False,Active,1,3.51,13
202100006,Cyber_Bachelor,Cyber,Bachelor,2021,False,True,False,Active,11,2.9,119
202400007,Cyber_Bachelor,Cyber,Bachelor,2024,False,False,False,Active,3,2.88,42
201900008,CS_Bachelor,CS,Bachelor,2019,False,False,False,Graduated,14,2.98,135
202200009,AI_Technical,AI,Technical,2022,True,False,True,Graduated,9,2.87,108
202200010,CS_Bachelor,CS,Bachelor,2022,False,True,False,Active,8,3.05,105
201900011,AI_Bachelor,AI,Bachelor,2019,True,True,True,Graduated,12,3.03,138
202300012,Cyber_Bachelor,Cyber,Bachelor,2023,False,False,True,Active,6,2.82,64
202000013,Cyber_Technical,Cyber,Technical,2020,False,False,False,Graduated,10,2.86,105
202500014,AI_Technical,AI,Technical,2025,False,False,False,Active,1,3.05,16
202200015,CS_Bachelor,CS,Bachelor,2022,False,False,False,Active,9,2.88,106
202100016,AI_Technical,AI,Technical,2021,False,True,True,Graduated,9,3.04,108
202000017,CS_Technical,CS,Technical,2020,False,False,False,Graduated,9,2.89,105
202200018,CS_Bachelor,CS,Bachelor,2022,False,True,False,Active,9,2.75,97
202400019,Cyber_Technical,Cyber,Technical,2024,False,False,True,Active,3,3.11,37
202400020,CS_Technical,CS,Technical,2024,False,False,False,Active,3,2.8,34
202000021,AI_Technical,AI,Technical,2020,False,False,False,Graduated,11,2.75,108
202000022,CS_Technical,CS,Technical,2020,False,True,True,Graduated,10,2.86,105
202300023,AI_Bachelor,AI,Bachelor,2023,False,False,False,Active,5,2.92,73
202200024,Cyber_Bachelor,Cyber,Bachelor,2022,True,False,False,Active,8,2.96,92
202200025,AI_Bachelor,AI,Bachelor,2022,False,False,False,Active,8,3.0,94
202000026,AI_Bachelor,AI,Bachelor,2020,False,False,False,Graduated,14,2.97,138
202100027,AI_Technical,AI,Technical,2021,True,False,False,Graduated,9,2.95,108
202200028,CS_Bachelor,CS,Bachelor,2022,False,False,True,Active,9,3.08,116
202300029,CS_Bachelor,CS,Bachelor,2023,False,False,True,Active,5,2.87,70
202400030,CS_Technical,CS,Technical,2024,True,False,False,Active,4,2.64,50
202200031,CS_Technical,CS,Technical,2022,False,False,False,Active,9,2.8,99
202100032,CS_Technical,CS,Technical,2021,False,False,False,Graduated,9,2.99,105
202500033,CS_Technical,CS,Technical,2025,False,False,False,Active,1,2.8,14
202100034,Cyber_Technical,Cyber,Technical,2021,True,True,False,Graduated,11,2.87,105
202300035,AI_Bachelor,AI,Bachelor,2023,False,False,False,Active,6,2.78,70
202200036,CS_Bachelor,CS,Bachelor,2022,True,False,False,Active,9,2.95,94
202200037,Cyber_Bachelor,Cyber,Bachelor,2022,False,False,False,Active,8,3.18,96
